Long Station Name,Short Station Name,Station Number,Sample Code,Collection Date,Analyte,CAS Reg. Number,Result,Rpt Limit,Units,Method,Depth,Matrix,Purpose,Parent Sample,Description,Notes
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0794A1352,07/19/1994 13:02,"Dissolved Chloride",16887006,4,1,mg/L,"EPA 325.2",1 Meters,"Water, Natural",Normal Sample,0,"C941352"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0794A1352,07/19/1994 13:02,"Chloroform",67663,120,10,?g/L,"DWR THMFP (Buffered)",1 Meters,"Water, Natural",Normal Sample,0,"C941352"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0794A1352,07/19/1994 13:02,"Color",0,5,5,Color Units,"EPA 110.2",1 Meters,"Water, Natural",Normal Sample,0,"C941352"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0794A1352,07/19/1994 13:02,"Conductance (EC)",0,135,1,?S/cm,"EPA 120.1",1 Meters,"Water, Natural",Normal Sample,0,"C941352"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0794A1352,07/19/1994 13:02,"Dissolved Copper",7440508,0.01,0.005,mg/L,"EPA 220.2 (D)",1 Meters,"Water, Natural",Normal Sample,0,"C941352"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0794A1352,07/19/1994 13:02,"Dibromochloromethane",124481,< R.L.,5,?g/L,"DWR THMFP (Buffered)",1 Meters,"Water, Natural",Normal Sample,0,"C941352"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0794A1352,07/19/1994 13:02,"Hardness",0,50,1,mg/L as CaCO3,"Std Method 2340 B",1 Meters,"Water, Natural",Normal Sample,0,"C941352"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0794A1352,07/19/1994 13:02,"Dissolved Magnesium",7439954,6,1,mg/L,"EPA 242.1",1 Meters,"Water, Natural",Normal Sample,0,"C941352"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0794A1352,07/19/1994 13:02,"Dissolved Organic Carbon",0,1.3,0.1,mg/L as C,"EPA 415.1 (D) Ox",1 Meters,"Water, Natural",Normal Sample,0,"C941352"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0794A1352,07/19/1994 13:02,"Dissolved Potassium",7440097,1.1,0.1,mg/L,"EPA 258.1",1 Meters,"Water, Natural",Normal Sample,0,"C941352"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0794A1352,07/19/1994 13:02,"Dissolved Selenium",7782492,< R.L.,0.001,mg/L,"EPA 270.3 (D)",1 Meters,"Water, Natural",Normal Sample,0,"C941352"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0794A1352,07/19/1994 13:02,"Dissolved Sodium",7440235,7,1,mg/L,"EPA 273.1",1 Meters,"Water, Natural",Normal Sample,0,"C941352"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0794A1352,07/19/1994 13:02,"Total Dissolved Solids",0,88,1,mg/L,"EPA 160.1",1 Meters,"Water, Natural",Normal Sample,0,"C941352"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0794A1352,07/19/1994 13:02,"Dissolved Sulfate",14808798,4,1,mg/L,"EPA 375.2",1 Meters,"Water, Natural",Normal Sample,0,"C941352"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0794A1352,07/19/1994 13:02,"Turbidity",0,8,1,N.T.U.,"EPA 180.1",1 Meters,"Water, Natural",Normal Sample,0,"C941352"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0794A1352,07/19/1994 13:02,"UV Absorbance @254nm",0,0.032,0.001,absorbance/cm,"Std Method 5910B DWR Modified",1 Meters,"Water, Natural",Normal Sample,0,"C941352"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0794A1352,07/19/1994 13:02,Field Specific Conductance (EC),471341,138,1,?S/cm@25?C,EPA 120.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"C941352"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0794A1352,07/19/1994 13:02,Field Dissolved Oxygen,471341,9.8,0.1,mg/L,EPA 360.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"C941352"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0794A1352,07/19/1994 13:02,Field Water Temperature,471341,23.4,0.1,?C,EPA 170.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"C941352"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0794A1352,07/19/1994 13:02,Field Turbidity,471341,13,1,N.T.U.,EPA 180.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"C941352"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0794A1352,07/19/1994 13:02,Field pH,471341,7,0.1,pH Units,EPA 150.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"C941352"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0894A1762,08/23/1994 06:30,"Total Alkalinity",471341,76,1,mg/L as CaCO3,"EPA 310.1",1 Meters,"Water, Natural",Normal Sample,0,"C941762"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0894A1762,08/23/1994 06:30,"Dissolved Arsenic",7440382,< R.L.,0.001,mg/L,"Std Method 3114 C",1 Meters,"Water, Natural",Normal Sample,0,"C941762"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0894A1762,08/23/1994 06:30,"Dissolved Boron",7440428,< R.L.,0.1,mg/L,"USGS I-2115-85",1 Meters,"Water, Natural",Normal Sample,0,"C941762"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0894A1762,08/23/1994 06:30,"Dissolved Bromide",24959679,0.02,0.01,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,"C941762"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0894A1762,08/23/1994 06:30,"Bromodichloromethane",75274,15,10,?g/L,"DWR THMFP (Buffered)",1 Meters,"Water, Natural",Normal Sample,0,"C941762"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0894A1762,08/23/1994 06:30,"Bromoform",75252,< R.L.,5,?g/L,"DWR THMFP (Buffered)",1 Meters,"Water, Natural",Normal Sample,0,"C941762"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0894A1762,08/23/1994 06:30,"Dissolved Calcium",7440702,12,1,mg/L,"EPA 215.1",1 Meters,"Water, Natural",Normal Sample,0,"C941762"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0894A1762,08/23/1994 06:30,"Dissolved Chloride",16887006,7,1,mg/L,"EPA 325.2",1 Meters,"Water, Natural",Normal Sample,0,"C941762"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0894A1762,08/23/1994 06:30,"Chloroform",67663,180,10,?g/L,"DWR THMFP (Buffered)",1 Meters,"Water, Natural",Normal Sample,0,"C941762"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0894A1762,08/23/1994 06:30,"Color",0,15,5,Color Units,"EPA 110.2",1 Meters,"Water, Natural",Normal Sample,0,"C941762"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0894A1762,08/23/1994 06:30,"Conductance (EC)",0,194,1,?S/cm,"EPA 120.1",1 Meters,"Water, Natural",Normal Sample,0,"C941762"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0894A1762,08/23/1994 06:30,"Dissolved Copper",7440508,< R.L.,0.005,mg/L,"EPA 220.2 (D)",1 Meters,"Water, Natural",Normal Sample,0,"C941762"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0894A1762,08/23/1994 06:30,"Dibromochloromethane",124481,< R.L.,5,?g/L,"DWR THMFP (Buffered)",1 Meters,"Water, Natural",Normal Sample,0,"C941762"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0894A1762,08/23/1994 06:30,"Hardness",0,67,1,mg/L as CaCO3,"Std Method 2340 B",1 Meters,"Water, Natural",Normal Sample,0,"C941762"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0894A1762,08/23/1994 06:30,"Dissolved Magnesium",7439954,9,1,mg/L,"EPA 242.1",1 Meters,"Water, Natural",Normal Sample,0,"C941762"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0894A1762,08/23/1994 06:30,"Dissolved Organic Carbon",0,1.8,0.1,mg/L as C,"EPA 415.1 (D) Ox",1 Meters,"Water, Natural",Normal Sample,0,"C941762"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0894A1762,08/23/1994 06:30,"Dissolved Potassium",7440097,1.4,0.1,mg/L,"EPA 258.1",1 Meters,"Water, Natural",Normal Sample,0,"C941762"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0894A1762,08/23/1994 06:30,"Dissolved Selenium",7782492,< R.L.,0.001,mg/L,"EPA 270.3 (D)",1 Meters,"Water, Natural",Normal Sample,0,"C941762"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0894A1762,08/23/1994 06:30,"Dissolved Sodium",7440235,14,1,mg/L,"EPA 273.1",1 Meters,"Water, Natural",Normal Sample,0,"C941762"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0894A1762,08/23/1994 06:30,"Total Dissolved Solids",0,113,1,mg/L,"EPA 160.1",1 Meters,"Water, Natural",Normal Sample,0,"C941762"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0894A1762,08/23/1994 06:30,"Dissolved Sulfate",14808798,9,1,mg/L,"EPA 375.2",1 Meters,"Water, Natural",Normal Sample,0,"C941762"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0894A1762,08/23/1994 06:30,"Turbidity",0,8,1,N.T.U.,"EPA 180.1",1 Meters,"Water, Natural",Normal Sample,0,"C941762"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0894A1762,08/23/1994 06:30,"UV Absorbance @254nm",0,0.045,0.001,absorbance/cm,"Std Method 5910B DWR Modified",1 Meters,"Water, Natural",Normal Sample,0,"C941762"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0894A1762,08/23/1994 06:30,Field Specific Conductance (EC),471341,186,1,?S/cm@25?C,EPA 120.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"C941762"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0894A1762,08/23/1994 06:30,Field Dissolved Oxygen,471341,7.5,0.1,mg/L,EPA 360.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"C941762"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0894A1762,08/23/1994 06:30,Field Water Temperature,471341,20.2,0.1,?C,EPA 170.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"C941762"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0894A1762,08/23/1994 06:30,Field Turbidity,471341,12,1,N.T.U.,EPA 180.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"C941762"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0894A1762,08/23/1994 06:30,Field pH,471341,6.9,0.1,pH Units,EPA 150.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"C941762"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0994A1902,09/20/1994 07:26,"Total Alkalinity",471341,71,1,mg/L as CaCO3,"EPA 310.1",1 Meters,"Water, Natural",Normal Sample,0,"C941902"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0994A1902,09/20/1994 07:26,"Dissolved Arsenic",7440382,< R.L.,0.001,mg/L,"Std Method 3114 C",1 Meters,"Water, Natural",Normal Sample,0,"C941902"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0994A1902,09/20/1994 07:26,"Dissolved Boron",7440428,< R.L.,0.1,mg/L,"USGS I-2115-85",1 Meters,"Water, Natural",Normal Sample,0,"C941902"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0994A1902,09/20/1994 07:26,"Dissolved Bromide",24959679,0.01,0.01,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,"C941902"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0994A1902,09/20/1994 07:26,"Bromodichloromethane",75274,10,10,?g/L,"DWR THMFP (Buffered)",1 Meters,"Water, Natural",Normal Sample,0,"C941902"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0994A1902,09/20/1994 07:26,"Bromoform",75252,< R.L.,5,?g/L,"DWR THMFP (Buffered)",1 Meters,"Water, Natural",Normal Sample,0,"C941902"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0994A1902,09/20/1994 07:26,"Dissolved Calcium",7440702,12,1,mg/L,"EPA 215.1",1 Meters,"Water, Natural",Normal Sample,0,"C941902"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0994A1902,09/20/1994 07:26,"Dissolved Chloride",16887006,7,1,mg/L,"EPA 325.2",1 Meters,"Water, Natural",Normal Sample,0,"C941902"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0994A1902,09/20/1994 07:26,"Chloroform",67663,130,10,?g/L,"DWR THMFP (Buffered)",1 Meters,"Water, Natural",Normal Sample,0,"C941902"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0994A1902,09/20/1994 07:26,"Color",0,10,5,Color Units,"EPA 110.2",1 Meters,"Water, Natural",Normal Sample,0,"C941902"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0994A1902,09/20/1994 07:26,"Conductance (EC)",0,175,1,?S/cm,"EPA 120.1",1 Meters,"Water, Natural",Normal Sample,0,"C941902"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0994A1902,09/20/1994 07:26,"Dissolved Copper",7440508,< R.L.,0.005,mg/L,"EPA 220.2 (D)",1 Meters,"Water, Natural",Normal Sample,0,"C941902"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0994A1902,09/20/1994 07:26,"Dibromochloromethane",124481,< R.L.,5,?g/L,"DWR THMFP (Buffered)",1 Meters,"Water, Natural",Normal Sample,0,"C941902"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0994A1902,09/20/1994 07:26,"Hardness",0,59,1,mg/L as CaCO3,"Std Method 2340 B",1 Meters,"Water, Natural",Normal Sample,0,"C941902"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0994A1902,09/20/1994 07:26,"Dissolved Magnesium",7439954,7,1,mg/L,"EPA 242.1",1 Meters,"Water, Natural",Normal Sample,0,"C941902"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0994A1902,09/20/1994 07:26,"Dissolved Organic Carbon",0,1.6,0.1,mg/L as C,"EPA 415.1 (D) Ox",1 Meters,"Water, Natural",Normal Sample,0,"C941902"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0994A1902,09/20/1994 07:26,"Dissolved Potassium",7440097,1.5,0.1,mg/L,"EPA 258.1",1 Meters,"Water, Natural",Normal Sample,0,"C941902"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0994A1902,09/20/1994 07:26,"Dissolved Selenium",7782492,< R.L.,0.001,mg/L,"EPA 270.3 (D)",1 Meters,"Water, Natural",Normal Sample,0,"C941902"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0994A1902,09/20/1994 07:26,"Dissolved Sodium",7440235,10,1,mg/L,"EPA 273.1",1 Meters,"Water, Natural",Normal Sample,0,"C941902"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0994A1902,09/20/1994 07:26,"Total Dissolved Solids",0,108,1,mg/L,"EPA 160.1",1 Meters,"Water, Natural",Normal Sample,0,"C941902"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0994A1902,09/20/1994 07:26,"Dissolved Sulfate",14808798,6,1,mg/L,"EPA 375.2",1 Meters,"Water, Natural",Normal Sample,0,"C941902"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0994A1902,09/20/1994 07:26,"Turbidity",0,14,1,N.T.U.,"EPA 180.1",1 Meters,"Water, Natural",Normal Sample,0,"C941902"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0994A1902,09/20/1994 07:26,"UV Absorbance @254nm",0,0.041,0.001,absorbance/cm,"Std Method 5910B DWR Modified",1 Meters,"Water, Natural",Normal Sample,0,"C941902"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0994A1902,09/20/1994 07:26,Field Specific Conductance (EC),471341,168,1,?S/cm@25?C,EPA 120.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"C941902"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0994A1902,09/20/1994 07:26,Field Dissolved Oxygen,471341,6.1,0.1,mg/L,EPA 360.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"C941902"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0994A1902,09/20/1994 07:26,Field Water Temperature,471341,19.2,0.1,?C,EPA 170.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"C941902"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0994A1902,09/20/1994 07:26,Field Turbidity,471341,9,1,N.T.U.,EPA 180.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"C941902"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C0994A1902,09/20/1994 07:26,Field pH,471341,7.9,0.1,pH Units,EPA 150.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"C941902"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C1094A2049,10/13/1994 12:19,"Total Alkalinity",471341,65,1,mg/L as CaCO3,"EPA 310.1",1 Meters,"Water, Natural",Normal Sample,0,"C942049"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C1094A2049,10/13/1994 12:19,"Dissolved Arsenic",7440382,< R.L.,0.001,mg/L,"Std Method 3114 C",1 Meters,"Water, Natural",Normal Sample,0,"C942049"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C1094A2049,10/13/1994 12:19,"Dissolved Boron",7440428,< R.L.,0.1,mg/L,"USGS I-2115-85",1 Meters,"Water, Natural",Normal Sample,0,"C942049"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C1094A2049,10/13/1994 12:19,"Dissolved Bromide",24959679,< R.L.,0.01,mg/L,"EPA 300.0 28d Hold",1 Meters,"Water, Natural",Normal Sample,0,"C942049"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C1094A2049,10/13/1994 12:19,"Bromodichloromethane",75274,10,10,?g/L,"DWR THMFP (Buffered)",1 Meters,"Water, Natural",Normal Sample,0,"C942049"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C1094A2049,10/13/1994 12:19,"Bromoform",75252,< R.L.,5,?g/L,"DWR THMFP (Buffered)",1 Meters,"Water, Natural",Normal Sample,0,"C942049"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C1094A2049,10/13/1994 12:19,"Dissolved Calcium",7440702,11,1,mg/L,"EPA 215.1",1 Meters,"Water, Natural",Normal Sample,0,"C942049"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C1094A2049,10/13/1994 12:19,"Dissolved Chloride",16887006,5,1,mg/L,"EPA 325.2",1 Meters,"Water, Natural",Normal Sample,0,"C942049"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C1094A2049,10/13/1994 12:19,"Chloroform",67663,110,10,?g/L,"DWR THMFP (Buffered)",1 Meters,"Water, Natural",Normal Sample,0,"C942049"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C1094A2049,10/13/1994 12:19,"Color",0,10,5,Color Units,"EPA 110.2",1 Meters,"Water, Natural",Normal Sample,0,"C942049"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C1094A2049,10/13/1994 12:19,"Conductance (EC)",0,157,1,?S/cm,"EPA 120.1",1 Meters,"Water, Natural",Normal Sample,0,"C942049"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C1094A2049,10/13/1994 12:19,"Dissolved Copper",7440508,< R.L.,0.005,mg/L,"EPA 220.2 (D)",1 Meters,"Water, Natural",Normal Sample,0,"C942049"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C1094A2049,10/13/1994 12:19,"Dibromochloromethane",124481,< R.L.,5,?g/L,"DWR THMFP (Buffered)",1 Meters,"Water, Natural",Normal Sample,0,"C942049"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C1094A2049,10/13/1994 12:19,"Hardness",0,56,1,mg/L as CaCO3,"Std Method 2340 B",1 Meters,"Water, Natural",Normal Sample,0,"C942049"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C1094A2049,10/13/1994 12:19,"Dissolved Magnesium",7439954,7,1,mg/L,"EPA 242.1",1 Meters,"Water, Natural",Normal Sample,0,"C942049"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C1094A2049,10/13/1994 12:19,"Dissolved Organic Carbon",0,1.2,0.1,mg/L as C,"EPA 415.1 (D) Ox",1 Meters,"Water, Natural",Normal Sample,0,"C942049"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C1094A2049,10/13/1994 12:19,"Dissolved Potassium",7440097,1.3,0.1,mg/L,"EPA 258.1",1 Meters,"Water, Natural",Normal Sample,0,"C942049"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C1094A2049,10/13/1994 12:19,"Dissolved Selenium",7782492,< R.L.,0.001,mg/L,"EPA 270.3 (D)",1 Meters,"Water, Natural",Normal Sample,0,"C942049"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C1094A2049,10/13/1994 12:19,"Dissolved Sodium",7440235,9,1,mg/L,"EPA 273.1",1 Meters,"Water, Natural",Normal Sample,0,"C942049"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C1094A2049,10/13/1994 12:19,"Total Dissolved Solids",0,96,1,mg/L,"EPA 160.1",1 Meters,"Water, Natural",Normal Sample,0,"C942049"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C1094A2049,10/13/1994 12:19,"Dissolved Sulfate",14808798,5,1,mg/L,"EPA 375.2",1 Meters,"Water, Natural",Normal Sample,0,"C942049"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C1094A2049,10/13/1994 12:19,"Turbidity",0,5,1,N.T.U.,"EPA 180.1",1 Meters,"Water, Natural",Normal Sample,0,"C942049"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C1094A2049,10/13/1994 12:19,"UV Absorbance @254nm",0,0.033,0.001,absorbance/cm,"Std Method 5910B DWR Modified",1 Meters,"Water, Natural",Normal Sample,0,"C942049"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C1094A2049,10/13/1994 12:19,Field Specific Conductance (EC),471341,154,1,?S/cm@25?C,EPA 120.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"C942049"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C1094A2049,10/13/1994 12:19,Field Dissolved Oxygen,471341,8.6,0.1,mg/L,EPA 360.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"C942049"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C1094A2049,10/13/1994 12:19,Field Water Temperature,471341,18.2,0.1,?C,EPA 170.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"C942049"
Sacramento River at W. Sac Intake Structure,SACWSACINT,A0210451,C1094A2049,10/13/1994 12:19,Field Turbidity,471341,9,1,N.T.U.,EPA 180.1 (Field),1 Meters,"Water, Natural",Normal Sample,0,"C942049"
