Date,Month,Year,Flow,NH3,NO2,NO3,TKN,OrgN,TP,Temp,pH,TSS,TDS
27-Nov-00,11,2000,16.5,10.5,0.8,12.2,,4.7,,13,7.2,9.7,
28-Nov-00,11,2000,16.22,9.5,,,,,,13.5,7.3,9,
29-Nov-00,11,2000,16.21,7.6,,,,,,14,7.2,12.4,
5-Dec-00,12,2000,14.34,10.8,0.77,,,2.8,4.5,13,7,10.5,
6-Dec-00,12,2000,14.25,12.8,,,,,,13,7.3,9.4,
7-Dec-00,12,2000,13.64,6.7,,,,,,13,7.1,12.9,
10-Dec-00,12,2000,13.98,6.8,0.77,12.2,,4,,14,7.1,10,
11-Dec-00,12,2000,15.28,8.3,,,,,,14,7,10.1,
12-Dec-00,12,2000,13.16,8.6,,,,,,13.5,7.1,11.4,
18-Dec-00,12,2000,15.44,8.3,0.64,11.6,,2.3,,12,7.3,9.7,
19-Dec-00,12,2000,13.5,8.2,,,,,,12,7.2,10.2,
20-Dec-00,12,2000,13.85,10.9,,,,,,12.5,7.2,8.3,
25-Dec-00,12,2000,15.3,9.1,0.61,11.6,,2.9,,12.5,7.2,6,
26-Dec-00,12,2000,13.48,9.7,,,,,,9,7.2,8,
27-Dec-00,12,2000,14.11,6.4,,,,,,9,7.2,7,
3-Jan-01,1,2001,11.82,5.3,0.51,15.7,,5.1,,12,6.9,8,
4-Jan-01,1,2001,11.67,3.4,,,,,,11,7.1,8.7,
5-Jan-01,1,2001,11.96,,,,,,5.1,12,7.1,9.1,
9-Jan-01,1,2001,7.89,7.2,0.58,13.1,,4.1,,,,6.6,
10-Jan-01,1,2001,11.72,8,0.58,,,,,11,7.4,9.3,
11-Jan-01,1,2001,12.22,6.2,,,,,,10.5,7.2,8.6,
15-Jan-01,1,2001,12.93,5.9,0.59,14.1,,1.7,,11.5,7.2,8.8,
16-Jan-01,1,2001,12.76,7.3,,,,,,9.5,7.3,10.8,
17-Jan-01,1,2001,12.71,6.1,,,,,,10.5,7.1,8.3,
23-Jan-01,1,2001,15.06,4.2,0.74,19.5,,5.8,,11,7.2,10,
24-Jan-01,1,2001,15.64,4,,,,,,12,7.1,8.2,
25-Jan-01,1,2001,16.87,5.2,,,,,,11.5,7.1,9.4,
5-Feb-01,2,2001,13.75,4.6,0.55,19.3,,3.9,3.5,14.5,6.9,8.3,
6-Feb-01,2,2001,16.28,6.8,,,,,,13.5,7,7.8,
7-Feb-01,2,2001,17.51,7.2,,,,,,12,6.9,8.6,
14-Feb-01,2,2001,11.89,5,0.73,16.5,,6.5,,12,6.9,14.3,
15-Feb-01,2,2001,18.54,5.1,,,,,,12.5,6.9,17.8,
16-Feb-01,2,2001,21.02,4.2,,,,,,12,6.9,14.3,
20-Feb-01,2,2001,20.13,3.4,0.51,17.5,,6.2,,13.5,7.1,11.2,
21-Feb-01,2,2001,17.67,3.9,,,,,,14.5,7.1,11.3,
22-Feb-01,2,2001,20.43,3.7,,,,,,13.5,7.2,11.3,
26-Feb-01,2,2001,21.24,3.3,0.42,13.1,,5.6,,13,7.4,12.9,
27-Feb-01,2,2001,20.75,3.5,,,,,,14,7.2,11.8,
28-Feb-01,2,2001,19.98,3.4,,,,,,14.5,7.1,9.7,
4-Mar-01,3,2001,22.34,4.2,0.46,11.7,,6,3,13.5,7.5,15.2,
5-Mar-01,3,2001,22.51,2.7,,,,,,14,7.1,13.6,
6-Mar-01,3,2001,22.65,3.5,,,,,,15,7.2,14.4,
12-Mar-01,3,2001,22.56,2.9,0.35,17,,7.8,,15.5,7.1,11.8,
13-Mar-01,3,2001,22.31,2.8,,,,,,16,7.1,12,
14-Mar-01,3,2001,22.29,2.9,,,,,,17,7.2,10.6,
20-Mar-01,3,2001,15.39,0.4,0.05,15.7,,6.6,,20,7,6.1,
21-Mar-01,3,2001,12.21,0.3,,,,,,21,6.9,9.5,
22-Mar-01,3,2001,14.07,0.3,,,,,,20,6.9,4.8,
28-Mar-01,3,2001,13.59,1.1,0.08,13.5,,6.4,,18.5,7.1,7.9,
29-Mar-01,3,2001,13.67,1.2,,,,,,18,7.1,6.3,
30-Mar-01,3,2001,13.82,1.7,,,,,,19,6.9,2.9,
4-Apr-01,4,2001,7.16,0.4,0.13,11.8,,6.1,3.1,16.5,7.1,5.2,
5-Apr-01,4,2001,7.37,0.5,,,,,,16,7.1,4.7,
6-Apr-01,4,2001,6.47,0.4,,,,,,16,7,6.3,
10-Apr-01,4,2001,7.48,0.6,0.03,19.9,,6.1,,16.5,7.1,5.1,
11-Apr-01,4,2001,7.74,0.9,,,,,,16,7.1,7.9,
12-Apr-01,4,2001,11.88,0.8,,,,,,16,7,4.2,
16-Apr-01,4,2001,14.32,0.8,0.21,16,,4.6,,16,7.1,5.9,
17-Apr-01,4,2001,13.88,1.2,,,,,,17,7.2,5.6,
18-Apr-01,4,2001,13.8,0.7,,,,,,18.5,7.1,6.2,
22-Apr-01,4,2001,13.46,0.8,0.14,14.6,,4.4,,18,7.2,9.7,
23-Apr-01,4,2001,13.65,0.7,,,,,,17,7,10.1,
24-Apr-01,4,2001,13.33,0.4,,,,,,17,7,6.3,
1-May-01,5,2001,13.2,0.1,0.01,8.9,,5.1,2.8,19,7.1,7,
2-May-01,5,2001,14.05,0.2,,,,,,18,7.3,7.8,
3-May-01,5,2001,15.63,0.1,,,,,,17.5,7.2,8.6,
9-May-01,5,2001,15.92,0.1,0.01,5.4,,4.6,,22.5,7.2,7.8,
10-May-01,5,2001,17.11,0.1,,,,,,21.5,7,4.6,
11-May-01,5,2001,17.16,0.1,,,,,,21,7.1,3,
13-May-01,5,2001,17.18,0.1,0.01,3.9,,3.9,,21,7.2,7.9,
14-May-01,5,2001,18.02,0.1,,,,,,19,7,3.7,
15-May-01,5,2001,16.96,0.1,,,,,,19.5,6.9,6.8,
21-May-01,5,2001,10.76,0.1,0.01,3.4,,4.1,,23.5,7.1,7.3,
22-May-01,5,2001,7.49,0.1,,,,,,23.5,7,6.9,
23-May-01,5,2001,5.22,0.1,,,,,,23.5,7.1,7.4,
29-May-01,5,2001,18.55,0.3,0.02,4,,4.5,,19.5,7.2,6.1,
30-May-01,5,2001,18.09,0.6,,,,,,20.5,6.9,7.4,
31-May-01,5,2001,18.84,0.8,,,,,,23.5,6.6,5.7,
5-Jun-01,6,2001,18.51,0.2,0.02,3.9,,,3.8,19,7.4,6.3,
6-Jun-01,6,2001,18.22,0.4,0.02,3.9,,3.2,,19.5,6.9,2.8,
7-Jun-01,6,2001,18.41,0.5,,,,,,20.5,7.3,6,
8-Jun-01,6,2001,4.49,0.5,,,,,,,,6,
13-Jun-01,6,2001,14.56,0.2,0.01,5.5,,6.2,,20,7.2,10.5,
14-Jun-01,6,2001,15.06,0.5,,,,,,21,7.1,5.7,
15-Jun-01,6,2001,14.62,0.2,,,,,,22,7,5.7,
18-Jun-01,6,2001,13.71,0.2,0.01,4.9,,0.4,,22.5,6.7,3.5,
19-Jun-01,6,2001,14.78,0.2,,,,,,22.5,7,6.6,
20-Jun-01,6,2001,15,0.3,,,,,,23.5,6.9,9.6,
24-Jun-01,6,2001,14.54,0.1,0.01,4,,0.5,,22,7.2,8,
25-Jun-01,6,2001,13.22,0.1,,,,,,21.5,6.9,5,
26-Jun-01,6,2001,14.18,0.2,,,,,,21,6.9,5,
1-Jul-01,7,2001,13.89,0.2,0.01,5.3,,0.5,3.4,21,7,5.2,
2-Jul-01,7,2001,12.99,0.1,,,,,,22,6.8,3.9,
3-Jul-01,7,2001,7.46,0.2,,,,,,24.5,6.9,5.7,
5-Jul-01,7,2001,15.49,0.1,,,,,,23.5,6.7,4.8,
9-Jul-01,7,2001,13.81,0.1,0.01,5.8,,1.7,,22,6.7,4.8,
10-Jul-01,7,2001,16.1,0.1,,,,,,22,7,5.7,
11-Jul-01,7,2001,15.61,0.1,,,,,,21.5,6.8,5,
17-Jul-01,7,2001,12.24,0.1,0.01,9.1,,1.4,,20,6.7,5.6,
18-Jul-01,7,2001,12.52,0.1,,,,,,20.5,6.8,6.8,
19-Jul-01,7,2001,12.6,0.2,,,,,,20.5,6.9,5.7,
23-Jul-01,7,2001,9.25,0.1,0.01,5.3,,1.2,,20,6.7,5.6,
24-Jul-01,7,2001,11.48,0.1,,,,,,21.5,7,6,
25-Jul-01,7,2001,10.21,0.1,,,,,,22.5,7.2,7.3,
1-Aug-01,8,2001,7.73,0.1,0.01,5.4,,3.2,4.2,21,6.9,4.6,
2-Aug-01,8,2001,10.26,0.1,,,,,,22.5,6.9,5.1,
7-Aug-01,8,2001,9.42,0.1,0.05,4.4,,4.2,,22,6.9,5,
8-Aug-01,8,2001,9.1,0.1,,,,,,23,7,6.2,
9-Aug-01,8,2001,8.97,0.2,,,,,,22,7,4.3,
13-Aug-01,8,2001,7.14,0.8,0.04,4.3,,3.3,,20,7,4.1,
14-Aug-01,8,2001,8.57,0.7,,,,,,19.5,7.1,5.4,
15-Aug-01,8,2001,5.64,0.6,,,,,,22,6.8,2.7,
20-Aug-01,8,2001,3.95,0.8,0.07,5.3,,3.9,,20.5,7,7.2,
21-Aug-01,8,2001,8.37,0.6,,,,,,19.5,6.9,5.5,
22-Aug-01,8,2001,7.03,0.8,,,,,,20,6.8,2.4,
26-Aug-01,8,2001,16.39,0.8,0.06,5.7,,4.1,,21.5,6.9,6.4,
27-Aug-01,8,2001,16.25,0.7,,,,,,21,7,4.6,
28-Aug-01,8,2001,17.91,0.8,,,,,,21,7,6.5,
4-Sep-01,9,2001,14.34,0.2,0.06,8.1,,3.1,4.6,21,6.7,6.5,
5-Sep-01,9,2001,12.74,0.1,,,,,,21,7.1,8,
6-Sep-01,9,2001,11.94,0.1,,,,,,20,7,8.4,
12-Sep-01,9,2001,11.69,0.2,0.05,10.2,,3.2,,19.5,7.2,9.5,
13-Sep-01,9,2001,11.71,0.1,,,,,,19.5,7.1,9.1,
14-Sep-01,9,2001,12.16,0.1,,,,,,21,6.8,11.3,
19-Sep-01,9,2001,13.01,0.7,0.07,11.8,,4.7,,19.5,7.1,10.2,
20-Sep-01,9,2001,12.46,1.2,,,,,,19,7.2,11,
21-Sep-01,9,2001,12.06,0.6,,,,,,19,7,9.4,
23-Sep-01,9,2001,11.9,0.7,0.07,12.9,,3.3,,19,7.1,11.5,
24-Sep-01,9,2001,8.37,0.6,,,,,,19.5,7.3,9.9,
25-Sep-01,9,2001,11.6,0.6,,,,,,19,6.8,10.2,
3-Oct-01,10,2001,14.24,2.7,0.43,18.6,,6.2,5.2,19.5,7,8.8,
4-Oct-01,10,2001,14.14,3.3,,,,,,19,7,9.7,
5-Oct-01,10,2001,14.64,4.3,,,,,,19.5,6.9,9.6,
10-Oct-01,10,2001,6.08,0.6,0.04,15.4,,4.6,,,,5.5,
11-Oct-01,10,2001,9.81,0.4,,,,,,20,7.1,6.5,
12-Oct-01,10,2001,8.87,0.7,,,,,,18,6.6,7.5,
17-Oct-01,10,2001,0.6,5.9,0.4,13.2,,4.9,,,,9.9,
18-Oct-01,10,2001,15.82,4.4,,,,,,19,7.2,8.1,
19-Oct-01,10,2001,13.53,5.2,,,,,,19,7,5,
22-Oct-01,10,2001,13.25,4.6,0.54,14.5,,5.3,,17.5,7.4,7.6,
23-Oct-01,10,2001,12.89,4.6,,,,,,17,7.1,5.5,
24-Oct-01,10,2001,13.96,4.8,,,,,,17.5,7.2,7.1,
26-Oct-01,10,2001,10.5,4.9,,,,,,,,4.1,
28-Oct-01,10,2001,14.52,5.3,0.55,15.3,,3,,,,6.5,
29-Oct-01,10,2001,13.85,5.6,,,,,,,,3.7,
30-Oct-01,10,2001,13.93,5.3,,,,,,,,9.8,
7-Nov-01,11,2001,4.62,6.9,,,,,,,,10.9,
8-Nov-01,11,2001,15.96,6.5,0.52,13.7,,5.1,,14.5,7.5,7.1,
9-Nov-01,11,2001,13.34,5.2,,,,,,15,7.2,5.9,
10-Nov-01,11,2001,16.68,5.2,,,,,,16.5,6.9,10,
13-Nov-01,11,2001,13.4,5.6,0.63,14.9,,6.7,4.7,16,7.3,7.5,
14-Nov-01,11,2001,14.76,6.2,,,,,,14,7.1,6.8,
15-Nov-01,11,2001,14.7,5.8,,,,,,15,7.1,8.6,
18-Nov-01,11,2001,15.55,4.9,0.76,8.9,,4.2,,15.5,7.4,10.9,
19-Nov-01,11,2001,14.9,5.6,,14.9,,,,15.5,7.3,11.3,
20-Nov-01,11,2001,15.61,5.8,,,,,,15.5,6.9,9.8,
26-Nov-01,11,2001,22.01,10.9,0.62,8.9,,4.3,,12.5,7.1,8.6,
27-Nov-01,11,2001,22.71,13,,,,,,11.5,7.3,9.6,
28-Nov-01,11,2001,22.46,10.7,,,,,,12,7.3,10.8,
4-Dec-01,12,2001,21.33,9.2,0.61,10,,5.2,4,11,7.4,12.6,
5-Dec-01,12,2001,18.12,9.3,,,,,,12.1,7.4,8.6,
6-Dec-01,12,2001,20.3,9,,,,,,13,7.2,8.2,
9-Dec-01,12,2001,19.99,8.9,0.55,12,,4.7,,12,7.5,10.3,
10-Dec-01,12,2001,22.83,9.3,,,,,,11,7.4,9,
11-Dec-01,12,2001,21.21,8.5,,,,,,11.5,7.1,10.8,
17-Dec-01,12,2001,22.85,8.8,0.58,12.7,,4,,11,7.3,12.9,
18-Dec-01,12,2001,20.9,7,,,,,,12.5,7.2,9.2,
19-Dec-01,12,2001,17.2,8,,,,,,12,6.8,5.6,
26-Dec-01,12,2001,22.76,6.3,0.71,14.8,,5,,11,7.1,13.2,
27-Dec-01,12,2001,18.6,3,,,,,,11,7.1,12.4,
28-Dec-01,12,2001,14.61,2,,,,,,11.5,7.1,9.5,
2-Jan-02,1,2002,15.92,1.2,0.2,20.7,,4.6,3.6,13,7.2,14,
3-Jan-02,1,2002,15.92,3.1,,,,,,13,7.1,12,
4-Jan-02,1,2002,15.26,1.8,,,,,,12,7,11.3,
8-Jan-02,1,2002,16.46,1.5,1,19,,3.7,,13,7.1,11,
9-Jan-02,1,2002,16.2,1.7,,,,,,13,7.1,12.9,
10-Jan-02,1,2002,16.37,1.9,,,,,,11.5,7,11.1,
13-Jan-02,1,2002,16.39,3.1,0.43,18.7,,3.8,,11,7,10.6,
14-Jan-02,1,2002,15.36,2.7,,,,,,11.5,7.3,12.4,
15-Jan-02,1,2002,15.03,3.1,,,,,,10,7.1,12.4,
20-Jan-02,1,2002,14.41,4.9,0.12,,,4,,9.5,7,10.3,
21-Jan-02,1,2002,13.12,6,,,,,,10,7.1,10.3,
22-Jan-02,1,2002,11.39,5.9,,16.9,,,,10.5,7.1,7.7,
23-Jan-02,1,2002,3.62,6,,,,,,,,11.8,
27-Jan-02,1,2002,13.54,5.4,0.55,18,,3.4,,9,7,11.1,
28-Jan-02,1,2002,13.62,4.6,,,,,,9,7.4,9.8,
29-Jan-02,1,2002,13.53,3.7,,,,,,7.5,7.2,14,
6-Feb-02,2,2002,5.75,0.4,,,,,,,,17.5,
7-Feb-02,2,2002,12.33,0.5,0,20.2,,3.4,3,14,7.2,20.1,
8-Feb-02,2,2002,12.66,0.3,,,,,,11.5,7,19.6,
9-Feb-02,2,2002,12.49,0.2,,,,,,11,7.1,11.2,
11-Feb-02,2,2002,9.03,0.1,,,,,,13.5,6.7,12.4,
12-Feb-02,2,2002,11.93,0.1,0.01,27.3,,1.7,,12,6.8,6.7,
13-Feb-02,2,2002,11.87,0.3,,,,,,13.5,6.7,7.5,
14-Feb-02,2,2002,11.47,0.2,,,,,,12.5,7,5.5,
18-Feb-02,2,2002,13.73,0.9,0.21,19.9,,4.3,,12,7,9.1,
19-Feb-02,2,2002,13.96,0.8,,,,,,12,7.2,7.9,
20-Feb-02,2,2002,13.82,0.6,,,,,,13,7.3,9.3,
24-Feb-02,2,2002,14.87,1.9,0.44,16.1,,5.7,,14.5,7.5,12.4,
25-Feb-02,2,2002,16,2.5,,,,,,14,7.3,13.1,
26-Feb-02,2,2002,16.01,2.2,,,,,,15,7.2,8.6,
1-Mar-02,3,2002,9.77,4.7,,,,,,,,4.7,
6-Mar-02,3,2002,14.47,5.6,0.45,12.3,,7.9,3.3,15,7.1,8.8,
7-Mar-02,3,2002,14.87,9.9,,,,,,14,7.2,7.4,
8-Mar-02,3,2002,15.55,7,,,,,,12,7.2,5.6,
12-Mar-02,3,2002,16.23,7.2,0.48,13.2,,0.9,,14,7.2,7.4,
13-Mar-02,3,2002,12.43,6.2,,,,,,13.5,7.1,8.7,
14-Mar-02,3,2002,15.56,6.1,,,,,,11,7,11.6,
18-Mar-02,3,2002,14.49,4.9,0.33,12.5,,1.9,,9.5,7.5,7.5,
19-Mar-02,3,2002,13.45,3.7,,,,,,9,7.2,11.2,
20-Mar-02,3,2002,15.46,3.1,,,,,,12,6.9,12.5,
24-Mar-02,3,2002,15.01,2,0.46,14.1,,2.4,,13,7.4,10.7,
25-Mar-02,3,2002,14.29,2.7,,,,,,14,7.3,11.8,
26-Mar-02,3,2002,14.05,2,,,,,,14,6.8,7.7,
3-Apr-02,4,2002,15.59,3,0.78,13,,4.5,,18,7.3,9.6,
4-Apr-02,4,2002,14.29,2.3,,,,,,18,7.3,2.3,
5-Apr-02,4,2002,13.33,4,,,,,,15.5,7.1,5.5,
9-Apr-02,4,2002,12.18,1.9,1.08,15.1,,3.5,,17,6.8,9,
10-Apr-02,4,2002,14.35,1.5,,,,,,16.5,6.9,11.4,
11-Apr-02,4,2002,14.39,2.6,,,,,,19,6.8,10,
15-Apr-02,4,2002,10.09,2.3,0.24,19.3,,3.1,,15,7.4,8.6,
16-Apr-02,4,2002,8.27,0.4,,,,,,14,6.9,8.7,
17-Apr-02,4,2002,7.82,0.4,,,,,,15,6.7,5.5,
18-Apr-02,4,2002,5.54,2.5,,,,,,15,6.9,8.4,
21-Apr-02,4,2002,12.82,0.6,0.33,17.8,,4.8,3.4,16,7,10.1,
22-Apr-02,4,2002,12.49,0.5,,,,,,17,7,8,
23-Apr-02,4,2002,13.63,0.5,,,,,,17,7,5.7,
1-May-02,5,2002,11.02,0.6,0.14,16.7,,2.8,3.4,15,6.9,7.1,
2-May-02,5,2002,12.53,0.9,,,,,,14,7.1,5.8,
3-May-02,5,2002,11.44,0.8,,,,,,15,6.9,9.1,
7-May-02,5,2002,10.28,0.8,0.14,15.9,,6.1,,17,7,9.1,
8-May-02,5,2002,12.98,0.7,,,,,,17,6.8,9.8,
9-May-02,5,2002,13.05,0.8,,,,,,17,7,6.2,
13-May-02,5,2002,12.32,1,0.17,15.4,,5.4,,18,7.3,10,
14-May-02,5,2002,12.47,0.4,,,,,,17,7,8.9,
15-May-02,5,2002,11.11,0.4,,,,,,18,6.5,7.7,
19-May-02,5,2002,11.81,0.3,0.01,13.3,,1.6,,17.5,7.1,10.9,
20-May-02,5,2002,11.58,0.2,,,,,,16.5,7,12.3,
21-May-02,5,2002,13.91,0.1,,,,,,16.5,7,10.3,
27-May-02,5,2002,14.06,0.1,0.01,7.9,,3.6,,19.5,7,8.4,
28-May-02,5,2002,13.4,0.1,,,,,,20,6.9,7.3,
29-May-02,5,2002,11.16,0.2,,,,,,21,7.1,7.6,
3-Jun-02,6,2002,8.12,,,,,,4.2,19.5,7.1,7.3,
5-Jun-02,6,2002,8.53,0.2,0.01,6.2,,3.9,,19.5,7,6.2,
6-Jun-02,6,2002,7.66,0.1,,,,,,19.5,7,8,
7-Jun-02,6,2002,9.85,0.1,,,,,,19.5,7,5.9,
12-Jun-02,6,2002,2.09,0.1,,,,,,,,7.2,
13-Jun-02,6,2002,8.73,0.1,0.01,6.4,,3.5,,20,7,6.1,
14-Jun-02,6,2002,7.69,0.1,,,,,,19,6.9,7.9,
15-Jun-02,6,2002,8.14,0.1,,,,,,21,7,8.3,
17-Jun-02,6,2002,8.25,0.2,0.01,7,,4.4,,19.5,7,7.5,
18-Jun-02,6,2002,8.11,0.1,,,,,,19.5,6.9,7,
19-Jun-02,6,2002,7.09,0.1,,,,,,21,6.8,6.1,
23-Jun-02,6,2002,9.52,0.1,0.01,7.1,,3.7,,19,7.1,6.7,
24-Jun-02,6,2002,6.85,0.1,,,,,,20.5,6.6,7.9,
25-Jun-02,6,2002,9.12,0.2,,,,,,20,6.9,8.2,
2-Jul-02,7,2002,13.23,0.1,0.01,5.2,,3,4.8,22,7,9.9,
3-Jul-02,7,2002,13.47,0.1,,,,,,22,7,5.4,
4-Jul-02,7,2002,13.42,0.1,,,,,,22,6.8,7,
9-Jul-02,7,2002,13.25,0.1,0.01,5.3,,3.4,,22,7,8.6,
10-Jul-02,7,2002,13.61,0.1,,,,,,23.5,6.9,7.5,
11-Jul-02,7,2002,13.87,0.1,,,,,,24,7,9.2,
17-Jul-02,7,2002,14.48,0.2,0.01,5.9,,3.5,,19.5,7,10.8,
18-Jul-02,7,2002,12.58,0.2,,,,,,21.5,7,6.8,
19-Jul-02,7,2002,13.15,1.1,,,,,,23,6.9,9.9,
23-Jul-02,7,2002,13.9,0.1,,5.4,,4.1,,19.5,7.1,11.1,
24-Jul-02,7,2002,12.34,0.3,0.01,,,,,19,7,6.3,
25-Jul-02,7,2002,13.36,0.3,,,,,,19,7,10.8,
28-Jul-02,7,2002,14.72,1.9,0.01,5.5,,4.9,,22,7.2,8,
29-Jul-02,7,2002,11.13,0.5,,,,,,21.5,6.8,9.5,
30-Jul-02,7,2002,14.19,0.4,,,,,,20,7,9.9,
4-Aug-02,8,2002,12.29,2.4,0.01,6.8,,,4.7,21.5,7.1,10.2,
5-Aug-02,8,2002,11.34,0.1,,,,,,21,7.1,8.2,
6-Aug-02,8,2002,6.14,2.3,,,,,,21,7,10.4,
11-Aug-02,8,2002,8.57,0.1,,7.6,,,,23,6.8,8,
12-Aug-02,8,2002,8.7,0.2,0.01,7.7,,,,22.5,7,5.3,
13-Aug-02,8,2002,5.21,2.5,,,,,,22,6.7,4.6,
16-Aug-02,8,2002,2.38,0.1,,,,,,,,11.6,
20-Aug-02,8,2002,6.66,2.6,0.01,7.9,,0.5,,21.5,7,9,
21-Aug-02,8,2002,5.57,2.5,,,,,,21.5,6.9,6.2,
22-Aug-02,8,2002,6.8,2.6,,,,,,22,7,6.7,
28-Aug-02,8,2002,6.83,0.3,,,,3.3,,22,6.9,9.9,
29-Aug-02,8,2002,7,0.1,0.01,6.7,,,,22,7,8.1,
30-Aug-02,8,2002,8.95,0.2,,,,,,21.5,6.9,11.1,
4-Sep-02,9,2002,11.43,0.1,0.01,5.7,,3.6,4.6,23.5,7,10.5,
5-Sep-02,9,2002,13.09,0.1,,,,,,20.5,7,10.5,
6-Sep-02,9,2002,10.33,0.3,,,,,,20.5,7,9.2,
10-Sep-02,9,2002,12.22,0.1,0.01,4.9,,3.9,,20.5,7,9.3,
11-Sep-02,9,2002,13.24,0.1,,,,,,22,7.2,10,
12-Sep-02,9,2002,11.48,0.1,,,,,,20.5,7.1,8.1,
16-Sep-02,9,2002,11.47,0.1,0.01,4.5,,3.5,,22,6.9,10,
17-Sep-02,9,2002,13.39,0.1,,,,,,20,7.1,11.4,
18-Sep-02,9,2002,13.2,0.1,,,,,,21.5,7.1,8.3,
22-Sep-02,9,2002,10.43,0.1,0,5.6,,2.9,,23.5,6.8,7.9,
23-Sep-02,9,2002,13.29,0.1,,,,,,22,7.1,8.2,
24-Sep-02,9,2002,12.19,0.1,,,,,,22,7,6.7,
29-Sep-02,9,2002,12.64,0.1,,,,,,19,7.4,5.9,
30-Sep-02,9,2002,11.4,,,6.1,,,,20,7.2,5.9,
2-Oct-02,10,2002,12.45,0.1,0.01,5.5,,3.1,4.2,20,7.3,7,
3-Oct-02,10,2002,12.42,0.1,,,,,,20,7.1,10.1,
4-Oct-02,10,2002,11.24,0.1,,,,,,19.5,7.1,11.6,
8-Oct-02,10,2002,12.36,0.1,0.01,5.7,,2.9,,22,7.1,7,
9-Oct-02,10,2002,11.95,0.1,,,,,,21.5,7.1,9.6,
10-Oct-02,10,2002,12.33,0.1,,,,,,21.5,7,9.3,
12-Oct-02,10,2002,6.72,0.1,,,,,,21.5,7,7.2,
14-Oct-02,10,2002,12.23,0.1,0.01,6,,3.2,,20,7,7.8,
15-Oct-02,10,2002,12.19,0.1,,,,,,18.5,7,11.6,
16-Oct-02,10,2002,10.51,0.1,,,,,,17.5,7,10.6,
20-Oct-02,10,2002,9.65,0.1,0.01,6.1,,2.8,,18,7.1,6.2,
21-Oct-02,10,2002,11.11,0.1,,,,,,19,6.8,9.8,
22-Oct-02,10,2002,11.47,0.1,,,,,,17.5,7.1,11.7,
28-Oct-02,10,2002,10.62,0.1,0.01,5.4,,2.8,,16,7.4,8.7,
29-Oct-02,10,2002,9.42,0.1,,,,,,16,7,11.8,
30-Oct-02,10,2002,11.83,0.1,,,,,,16.5,6.9,12.1,
6-Nov-02,11,2002,11.89,0.1,,,,3.4,3.6,14.5,7.1,13,
7-Nov-02,11,2002,11.57,0.4,0.01,7.3,,,,16,7.3,13.6,
8-Nov-02,11,2002,13.29,0.5,,,,,,17,7.3,15.2,
12-Nov-02,11,2002,13.65,0.1,0.01,5.7,,3.7,,16.5,7.1,12.1,
13-Nov-02,11,2002,16.13,0.1,,,,,,17,7.1,11.6,
14-Nov-02,11,2002,13.62,0.1,,,,,,17,7.1,13,
18-Nov-02,11,2002,15.16,0.1,,,,,,14.5,7.2,10.4,
19-Nov-02,11,2002,14.5,0.1,0.01,6.5,,3.5,,15,7.1,10.5,
20-Nov-02,11,2002,15.75,0.1,,,,,,14,7.1,13.6,
24-Nov-02,11,2002,15.67,0.9,0.04,8.2,,4,,15.5,7.1,11.6,
25-Nov-02,11,2002,13.49,0.9,,,,,,14,7.5,6.7,
26-Nov-02,11,2002,13.43,2.1,,,,,,13,7.3,11.7,
1-Dec-02,12,2002,14.27,1.8,0.15,9.6,,3.5,3.7,13,7.5,11.3,
2-Dec-02,12,2002,15.35,1.4,,,,,,13,7.4,12,
3-Dec-02,12,2002,12.2,1.2,,,,,,17.5,7.2,8.2,
9-Dec-02,12,2002,11.8,2.7,0.16,11.7,,3.2,,13,7,8.5,
10-Dec-02,12,2002,14.22,2.9,,,,,,13.5,7.3,10,
11-Dec-02,12,2002,14.31,2.2,,,,,,13.5,7.3,10.1,
17-Dec-02,12,2002,17.8,5.8,2.79,12.7,,2.9,,18,7.2,10.8,
18-Dec-02,12,2002,13.92,3.1,,,,,,13.5,7.1,10.7,
19-Dec-02,12,2002,12.51,4.3,,,,,,12.8,7.2,9.6,
25-Dec-02,12,2002,11.5,1.9,0.16,17.1,,2.6,,10.5,6.6,9,
26-Dec-02,12,2002,13.28,5.1,,,,,,11.5,7.2,8.7,
27-Dec-02,12,2002,18.56,6.8,,,,,,13,7,8.1,
1-Jan-03,1,2003,22.99,7,0.29,12.1,,3.6,3.5,10.5,7.1,8.3,
2-Jan-03,1,2003,22.56,7.2,,,,,,11.5,7.2,9.5,
3-Jan-03,1,2003,23.09,6.4,,,,,,11,7.2,8.6,
7-Jan-03,1,2003,20.07,2.8,0.11,17.5,,3,,12.5,7.3,6.7,
8-Jan-03,1,2003,10.87,1.9,,,,,,12.5,6.9,5.1,
9-Jan-03,1,2003,22.12,4.5,,,,,,12.5,7.2,9.5,
13-Jan-03,1,2003,22.18,3.6,0.24,16.2,,3.7,,14,7.3,8.7,
14-Jan-03,1,2003,21.95,4,,,,,,15,7,7.8,
15-Jan-03,1,2003,18.12,3.1,,,,,,14.5,7.3,7,
20-Jan-03,1,2003,14.97,1.4,0.1,18.9,,3.3,,13,7.1,10.6,
21-Jan-03,1,2003,15.2,1.6,,,,,,13,7.3,10.3,
22-Jan-03,1,2003,15.04,1.3,,,,,,14.5,7.2,10.9,
26-Jan-03,1,2003,15.15,0.8,0.04,18.7,,3.2,,15.5,7.2,10.1,
27-Jan-03,1,2003,14.24,0.7,,,,,,15.5,7.2,7.2,
